Date,const,lag5,lag21,lag63,coef_sum,train_start,train_end,n_rows,n_obs_stacked
2024-12-24,3.079777463944909e-06,0.06454600966914091,0.005096093150169911,0.8476652061201825,0.9173073089394933,2023-11-24,2024-11-22,252,16128
2024-12-26,3.157159462752764e-06,0.06466249697704413,0.004051314591707457,0.848198785950401,0.9169125975191526,2023-11-27,2024-11-25,252,16128
2024-12-27,3.2610794741838865e-06,0.06522866911516036,0.0004817353762340635,0.8501136482661131,0.9158240527575076,2023-11-28,2024-11-26,252,16128
2024-12-30,3.3603822134614904e-06,0.0656523886705008,-0.0025991010423493874,0.8517143416320954,0.9147676292602468,2023-11-29,2024-11-27,252,16128
2024-12-31,3.4449917529964e-06,0.06624701896943902,-0.006827839649051461,0.853974160768585,0.9133933400889725,2023-11-30,2024-11-29,252,16128
2025-01-02,3.519349270582683e-06,0.06738942112242378,-0.011454954429458528,0.8560844958508829,0.9120189625438482,2023-12-01,2024-12-02,252,16128
2025-01-03,3.599775904809894e-06,0.06941063705371239,-0.01700662715593546,0.858040427917607,0.910444437815384,2023-12-04,2024-12-03,252,16128
2025-01-06,3.7187772786229968e-06,0.0713723489671429,-0.021819025730953227,0.859372274663644,0.9089255978998336,2023-12-05,2024-12-04,252,16128
2025-01-07,3.798613235024526e-06,0.07168898555251642,-0.024495285624764815,0.8610501009817311,0.9082438009094826,2023-12-06,2024-12-05,252,16128
2025-01-08,3.875979237420954e-06,0.07158642617725725,-0.02517516590435028,0.8618327538330461,0.9082440141059531,2023-12-07,2024-12-06,252,16128
2025-01-10,3.9485694794202415e-06,0.07098997628456724,-0.0256548593688573,0.8624679023401784,0.9078030192558884,2023-12-08,2024-12-09,252,16128
2025-01-13,4.0352564770554685e-06,0.07047020810175197,-0.026610181691250595,0.8633721297911585,0.9072321562016599,2023-12-11,2024-12-10,252,16128
2025-01-14,4.10035990550663e-06,0.07044262359882139,-0.028067443580941716,0.8643348991583483,0.9067100791762279,2023-12-12,2024-12-11,252,16128
2025-01-15,4.18117361107789e-06,0.07049627419590317,-0.027604004654223163,0.8632080358893934,0.9061003054310734,2023-12-13,2024-12-12,252,16128
2025-01-16,4.3014219040869715e-06,0.07089851206402774,-0.029380096965233585,0.8635560673565466,0.9050744824553407,2023-12-14,2024-12-13,252,16128
2025-01-17,4.532327990929152e-06,0.07106683931204943,-0.030541735058509954,0.8636495874825452,0.9041746917360847,2023-12-15,2024-12-16,252,16128
2025-01-21,4.779070089208565e-06,0.07156766666562862,-0.03289503914173352,0.8646396606902438,0.9033122882141389,2023-12-18,2024-12-17,252,16128
2025-01-22,5.079540585650928e-06,0.07196032628314941,-0.03449382194898484,0.8649418893962404,0.9024083937304049,2023-12-19,2024-12-18,252,16128
2025-01-23,5.211763244642316e-06,0.07308897697018778,-0.03619755642537481,0.8641565710817503,0.9010479916265632,2023-12-20,2024-12-19,252,16128
2025-01-24,5.355637774402903e-06,0.07430294901780947,-0.03815037651937046,0.863141096372643,0.899293668871082,2023-12-21,2024-12-20,252,16128
2025-01-27,5.4386807451207395e-06,0.07500158230131139,-0.039619126294174696,0.8622927407106622,0.8976751967177989,2023-12-22,2024-12-23,252,16128
2025-01-28,5.5360652043562805e-06,0.07557166939073683,-0.040291071419177135,0.8607389202121782,0.8960195181837379,2023-12-26,2024-12-24,252,16128
2025-01-29,5.624862523831114e-06,0.075647588833228,-0.040061987555342946,0.858379256081052,0.893964857358937,2023-12-27,2024-12-26,252,16128
2025-01-30,5.746650452688707e-06,0.07625395612204153,-0.03973303159102791,0.8553747644778189,0.8918956890088325,2023-12-28,2024-12-27,252,16128
2025-01-31,5.871528081883516e-06,0.07685630106587563,-0.03945500771707809,0.8523517175814992,0.8897530109302967,2023-12-29,2024-12-30,252,16128
2025-02-03,6.000926846798652e-06,0.07740216936302691,-0.03903679464304347,0.8493049996869285,0.887670374406912,2024-01-02,2024-12-31,252,16128
2025-02-04,6.124171536386116e-06,0.07807682210091782,-0.039010030961965335,0.8466691084280449,0.8857358995669974,2024-01-03,2025-01-02,252,16128
2025-02-05,6.2029682114288965e-06,0.0781179352328064,-0.03834405567241921,0.8446486259917161,0.8844225055521032,2024-01-04,2025-01-03,252,16128
2025-02-06,6.304250351729044e-06,0.07836625440769704,-0.0375670350783522,0.8426351755795981,0.8834343949089429,2024-01-05,2025-01-06,252,16128
2025-02-07,6.392614030921317e-06,0.07853235449519125,-0.03637029995171707,0.8401145013319702,0.8822765558754444,2024-01-08,2025-01-07,252,16128
2025-02-10,6.4837300431026495e-06,0.07812296425103787,-0.034484549163916405,0.8367828750285995,0.880421290115721,2024-01-09,2025-01-08,252,16128
2025-02-11,6.597332956835727e-06,0.0784739341178183,-0.03291521265801713,0.8335286634553656,0.8790873849151668,2024-01-10,2025-01-10,252,16128
2025-02-12,6.698860555696743e-06,0.07861027658409865,-0.031201443351020337,0.8303014090432059,0.8777102422762842,2024-01-11,2025-01-13,252,16128
2025-02-13,6.797935203725826e-06,0.07844817517152325,-0.029327029289802475,0.8270255219172074,0.8761466677989281,2024-01-12,2025-01-14,252,16128
2025-02-14,6.908574306139371e-06,0.0785064366808107,-0.02724748591700756,0.8229508951090767,0.8742098458728799,2024-01-16,2025-01-15,252,16128
2025-02-18,6.872815955876566e-06,0.08039934883693708,-0.02840643466557102,0.8216113493304019,0.873604263501768,2024-01-17,2025-01-16,252,16128
2025-02-19,6.834069890523762e-06,0.08154759459850985,-0.029005198138880067,0.8201889934487863,0.872731389908416,2024-01-18,2025-01-17,252,16128
2025-02-20,6.834013120114439e-06,0.0819483483289418,-0.028211627142716657,0.8174109329185023,0.8711476541047274,2024-01-19,2025-01-21,252,16128
2025-02-21,6.777577104492488e-06,0.08247231905250034,-0.027846162769791592,0.8152087723969993,0.869834928679708,2024-01-22,2025-01-22,252,16128
2025-02-24,6.7295255486496485e-06,0.08236137787134509,-0.024915486261885833,0.8110183462122407,0.8684642378216999,2024-01-23,2025-01-23,252,16128
2025-02-25,6.665182831927992e-06,0.08220565979705081,-0.02205641694076827,0.8077066293273196,0.8678558721836022,2024-01-24,2025-01-24,252,16128
2025-02-26,6.588087747825761e-06,0.08199989001796901,-0.019501439291831835,0.8048164573765094,0.8673149081026466,2024-01-25,2025-01-27,252,16128
2025-02-27,6.522222970377482e-06,0.08230183056990195,-0.017507494045994942,0.8017450497682967,0.8665393862922037,2024-01-26,2025-01-28,252,16128
2025-02-28,6.497102220441725e-06,0.08287865629917535,-0.016072514461708286,0.7983599283574478,0.8651660701949149,2024-01-29,2025-01-29,252,16128
2025-03-03,6.473348161948581e-06,0.08343480046188347,-0.014289140810851596,0.7946924174386893,0.8638380770897212,2024-01-30,2025-01-30,252,16128
2025-03-04,6.475669582502799e-06,0.08445285272903391,-0.014315451637841543,0.7916840937908405,0.8618214948820329,2024-01-31,2025-01-31,252,16128
